id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
260031;01/01/2020;quarta-feira;01:00:00;TO;153;678,1;GURUPI;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;5;0;0;5;0;0;5;1;-11,77460203;-49,10744996;SR-TO;UOP01/TO;
260036;01/01/2020;quarta-feira;01:00:00;RJ;116;178;NOVA IGUACU;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;1;0;0;1;-22,75223028;-43,4379103;SR-RJ;DEL5/1;UOP02/RJ
260037;01/01/2020;quarta-feira;01:52:00;SC;101;206,9;SAO JOSE;Ingestão de Álcool;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-27,59193546;-48,61824557;SR-SC;DEL8/1;UOP01/SC
260038;01/01/2020;quarta-feira;01:15:00;RO;364;236;CACOAL;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;1;0;0;1;0;0;1;1;-11,44624577;-61,43761218;SR-RO;DEL21/2;UOP02/RO
260039;01/01/2020;quarta-feira;01:30:00;PR;153;360;REBOUCAS;Ingestão de Álcool;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Curva;Não;6;0;2;4;0;0;6;1;-25,67503796;-50,75089805;SR-PR;DEL7/3;UOP04/PR
260040;01/01/2020;quarta-feira;00:40:00;RO;319;64;PORTO VELHO;Ingestão de Álcool;Colisão transversal;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-8,76751908;-63,88427496;SR-RO;DEL21/1;UOP01/RO
260041;01/01/2020;quarta-feira;02:20:00;SC;101;89,9;BARRA VELHA;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-26,66327987;-48,68898153;SR-SC;DEL8/3;UOP02/SC
260042;01/01/2020;quarta-feira;02:15:00;PR;369;155;LONDRINA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Não Informado;Sim;3;0;1;0;2;0;1;2;-23,29286194;-51,16154861;SR-PR;DEL7/7;UOP01/PR
260043;01/01/2020;quarta-feira;02:30:00;AL;104;37;UNIAO DOS PALMARES;Animais na Pista;Atropelamento de Animal;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;1;1;0;0;0;0;0;1;-9,17491283;-36,02935415;SR-AL;DEL13/1;UOP02/AL
260044;01/01/2020;quarta-feira;00:20:00;RS;290;97;PORTO ALEGRE;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-29,997789;-51,20779;SR-RS;DEL9/1;UOP01/RS
260045;01/01/2020;quarta-feira;02:50:00;SC;470;116,3;IBIRAMA;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Curva;Sim;4;0;2;2;0;0;4;2;-27,07756;-49,49448;SR-SC;DEL8/4;UOP02/SC
260046;01/01/2020;quarta-feira;02:15:00;SC;282;509;XANXERE;Animais na Pista;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;1;1;-26,89436315;-52,4613905;SR-SC;DEL7;UOP01/SC
260050;01/01/2020;quarta-feira;03:40:00;PE;101;49,5;ABREU E LIMA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;4;0;0;2;1;1;2;2;-7,9005152;-34,90180641;SR-PE;DEL11/1;UOP02/PE
260051;01/01/2020;quarta-feira;02:30:00;MT;364;265,3;SAO PEDRO DA CIPA;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Não Informado;Sim;2;0;2;0;0;0;2;1;-16,00440488;-54,92002387;SR-MT;DEL2/1;UOP02/MT
260052;01/01/2020;quarta-feira;03:10:00;BA;101;174;FEIRA DE SANTANA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;2;0;1;1;0;0;2;1;-12,38;-38,88;SR-BA;DEL10/1;UOP03/BA
260053;01/01/2020;quarta-feira;04:00:00;SC;101;132;BALNEARIO CAMBORIU;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;2;1;0;0;1;0;0;1;-26,99654133;-48,65564711;SR-SC;DEL8/4;UOP03/SC
260054;01/01/2020;quarta-feira;00:05:00;AP;156;406;FERREIRA GOMES;Animais na Pista;Atropelamento de Animal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;1,02196945;-51,09020434;SR-AP;UOP01/AP;
260055;01/01/2020;quarta-feira;03:20:00;GO;60;164,8;GOIANIA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;Reta;Não;4;0;4;0;0;0;4;1;-16,7036;-49,342;SR-GO;DEL1/1;UOP02/GO
260057;01/01/2020;quarta-feira;04:55:00;DF;20;21,8;BRASILIA;Ingestão de Álcool;Atropelamento de Pedestre;Com Vítimas Feridas;Amanhecer;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-15,603384;-47,684692;SR-DF;UOP01/DEL02/DF;
260060;01/01/2020;quarta-feira;05:00:00;SP;116;99,6;PINDAMONHANGABA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-22,98236971;-45,46436617;SR-SP;DEL6;UOP01/SP
260061;01/01/2020;quarta-feira;03:00:00;BA;324;616;SALVADOR;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;2;0;2;0;0;0;2;1;-12,87957905;-38,43213893;SR-BA;DEL10/1;UOP01/BA
260063;01/01/2020;quarta-feira;03:30:00;SC;101;252,2;PAULO LOPES;Ingestão de Álcool;Colisão lateral;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;5;0;0;0;5;0;0;2;-27,95672412;-48,6767588;SR-SC;DEL8/2;UOP03/SC
260064;01/01/2020;quarta-feira;05:45:00;PB;101;32;MAMANGUAPE;Ingestão de Álcool;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-6,76718198;-35,13348472;SR-PB;DEL14/1;UOP03/PB
260065;01/01/2020;quarta-feira;06:00:00;PR;373;210,4;IPIRANGA;Condutor Dormindo;Colisão com objeto estático;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;4;0;2;2;0;0;4;1;-25,1451179;-50,4876851;SR-PR;DEL7/3;UOP01/PR
260066;01/01/2020;quarta-feira;02:45:00;PI;407;445,3;GEMINIANO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-7,21406608;-41,28729306;SR-PI;DEL17/4;UOP01/PI
260067;01/01/2020;quarta-feira;06:00:00;MG;381;671,5;PERDOES;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Não Informado;Não;4;0;4;0;0;0;4;1;-21,08945416;-45,06864195;SR-MG;DEL4/4;UOP02/MG
260068;01/01/2020;quarta-feira;05:40:00;PA;316;84;SAO FRANCISCO DO PARA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-1,3101929;-47,74456398;SR-PA;DEL19/1;UOP02/PA
260069;01/01/2020;quarta-feira;05:45:00;SP;153;110,1;JOSE BONIFACIO;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;5;0;3;0;2;0;3;1;-21,08845219;-49,67466361;SR-SP;DEL6/9;UOP01/SP
260070;01/01/2020;quarta-feira;06:15:00;AL;101;19,4;MATRIZ DE CAMARAGIBE;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;2;0;2;0;0;0;2;1;-9,02218019;-35,67965775;SR-AL;DEL13/1;UOP02/AL
260071;01/01/2020;quarta-feira;06:20:00;GO;153;417;PIRENOPOLIS;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Reta;Não;2;0;2;0;0;0;2;1;-16,150995;-49,044746;SR-GO;DEL1/2;UOP01/GO
260073;01/01/2020;quarta-feira;06:00:00;MG;262;804;UBERABA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;1;0;3;0;1;2;-19,76747537;-47,98725511;SR-MG;DEL13;UOP01/MG
260074;01/01/2020;quarta-feira;05:50:00;RN;101;96;NATAL;Pista Escorregadia;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Viaduto;Sim;2;0;1;0;1;0;1;2;-5,84949622;-35,20890752;SR-RN;DEL15/1;UOP01/RN
260075;01/01/2020;quarta-feira;05:30:00;MG;381;548,5;RIO MANSO;Condutor Dormindo;Capotamento;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-20,3102109;-44,44993116;SR-MG;DEL4/4;UOP03/MG
260076;01/01/2020;quarta-feira;07:00:00;SC;101;155;PORTO BELO;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-27,16292;-48,61129;SR-SC;DEL8/4;UOP03/SC
260077;01/01/2020;quarta-feira;06:40:00;GO;40;10,1;LUZIANIA;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-16,131285;-47,957923;SR-DF;UOP01/DF;
260078;01/01/2020;quarta-feira;06:00:00;MG;381;325;NOVA ERA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-19,76099646;-43,0362466;SR-MG;DEL4/3;UOP02/MG
260080;01/01/2020;quarta-feira;01:50:00;RJ;116;79;TERESOPOLIS;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;6;0;1;1;2;2;2;2;-22,381704;-42,954777;SR-RJ;DEL5/4;UOP01/RJ
260081;01/01/2020;quarta-feira;06:17:00;RO;364;196,9;PIMENTA BUENO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Chuva;Simples;Interseção de vias;Sim;2;0;0;1;1;0;1;2;-11,68671732;-61,18347731;SR-RO;DEL21/2;UOP02/RO
260083;01/01/2020;quarta-feira;04:40:00;SP;116;377;MIRACATU;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Dupla;Reta;Não;3;0;2;0;1;0;2;2;-24,19592033;-47,36368081;SR-SP;DEL6/4;UOP03/SP
260084;01/01/2020;quarta-feira;03:45:00;RJ;101;524;ANGRA DOS REIS;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;7;0;4;0;3;0;4;2;-22,99959786;-44,47765217;SR-RJ;DEL5/3;UOP03/RJ
260085;01/01/2020;quarta-feira;05:00:00;RS;470;19;BARRACAO;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-27,66229079;-51,45618168;SR-RS;DEL08;UOP05/RS
260086;01/01/2020;quarta-feira;05:20:00;PR;376;677;GUARATUBA;Ingestão de Álcool;Capotamento;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Curva;Não;1;0;0;0;0;1;0;1;-25,93367517;-48,9113003;SR-PR;DEL7/1;UOP08/PR
260087;01/01/2020;quarta-feira;06:00:00;BA;116;191;CANUDOS;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;1;0;0;0;0;0;1;-10,32002103;-39,06425211;SR-BA;DEL10/7;UOP02/BA
260088;01/01/2020;quarta-feira;07:20:00;RN;101;84,7;NATAL;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;1;0;1;0;0;1;1;-5,7752;-35,2551;SR-RN;DEL15/2;UOP01/RN
260090;01/01/2020;quarta-feira;07:15:00;RS;392;41,2;RIO GRANDE;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;1;0;0;0;0;1;0;1;-31,95483688;-52,30684982;SR-RS;DEL9/7;UOP02/RS
260092;01/01/2020;quarta-feira;06:25:00;RJ;101;291;ITABORAI;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Sol;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,76457445;-42,86989322;SR-RJ;DEL5/2;UOP02/RJ
260094;01/01/2020;quarta-feira;07:40:00;DF;20;13,5;BRASILIA;Mal Súbito;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;1;0;0;0;0;0;1;-15,638752;-47,749599;SR-DF;UOP01/DEL02/DF;
260095;01/01/2020;quarta-feira;05:10:00;MS;163;675,8;RIO VERDE DE MATO GROSSO;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Curva;Não;1;0;1;0;0;0;1;1;-18,96648187;-54,82388379;SR-MS;DEL3/6;UOP02/MS
260096;01/01/2020;quarta-feira;08:10:00;CE;116;26,6;AQUIRAZ;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Não Informado;Não;2;0;2;0;0;0;2;1;-3,9827375;-38,51451302;SR-CE;DEL16/1;UOP02/CE
260098;01/01/2020;quarta-feira;07:40:00;GO;153;499,5;GOIANIA;Ingestão de Álcool;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-16,7033;-49,2311;SR-GO;DEL1/1;UOP01/GO
260099;01/01/2020;quarta-feira;07:20:00;RJ;116;173;BELFORD ROXO;Ingestão de Álcool;Colisão com objeto estático;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-22,77521866;-43,39978695;SR-RJ;DEL5/1;UOP02/RJ
260100;01/01/2020;quarta-feira;06:30:00;RO;364;331;JI-PARANA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;0;0;1;0;0;1;1;-10,95469871;-61,91979918;SR-RO;DEL21/2;UOP01/RO
260101;01/01/2020;quarta-feira;08:40:00;MG;381;489,1;BETIM;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-19,96245618;-44,16455495;SR-MG;DEL4/1;UOP03/MG
260103;01/01/2020;quarta-feira;08:15:00;GO;40;88,7;CRISTALINA;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Rotatória;Não;2;0;2;0;0;0;2;1;-16,716902;-47,660862;SR-DF;UOP02/DF;
260105;01/01/2020;quarta-feira;08:00:00;RS;470;329,4;TRIUNFO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Não Informado;Não;2;0;0;2;0;0;2;1;-29,833622;-51,68580892;SR-RS;DEL9/4;UOP02/RS
260107;01/01/2020;quarta-feira;09:05:00;PR;153;42,9;SANTO ANTONIO DA PLATINA;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,29512144;-50,06578041;SR-PR;DEL7/7;UOP07/PR
260108;01/01/2020;quarta-feira;05:30:00;MG;459;94,8;POUSO ALEGRE;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Reta;Não;2;0;1;0;1;0;1;2;-22,184677;-45,988678;SR-MG;DEL09;UOP04/MG
260110;01/01/2020;quarta-feira;09:20:00;PR;277;31;MORRETES;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Desvio Temporário;Não;1;0;1;0;0;0;1;1;-25,52874613;-48,73512603;SR-PR;DEL7/1;UOP07/PR
260112;01/01/2020;quarta-feira;05:30:00;MT;163;1061;GUARANTA DO NORTE;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Simples;Reta;Não;3;0;1;1;0;1;2;2;-9,99815903;-54,90723858;SR-MT;DEL2/6;UOP02/MT
260113;01/01/2020;quarta-feira;07:30:00;RO;364;716;PORTO VELHO;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-8,78573785;-63,89817015;SR-RO;DEL21/1;UOP01/RO
260114;01/01/2020;quarta-feira;10:05:00;DF;40;2;BRASILIA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-15,99435;-47,985947;SR-DF;UOP01/DF;
260115;01/01/2020;quarta-feira;09:50:00;MG;40;714,9;BARBACENA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-21,24829882;-43,67987366;SR-MG;DEL5;UOP01/MG
260116;01/01/2020;quarta-feira;10:08:00;SP;116;71;APARECIDA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-22,85651665;-45,23114328;SR-SP;DEL6/8;UOP02/SP
260117;01/01/2020;quarta-feira;05:00:00;PA;308;172,7;TRACUATEUA;Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Simples;Não Informado;Não;4;2;1;0;1;0;1;2;-1,17932312;-47,00270886;SR-PA;DEL19/1;UOP03/PA
260118;01/01/2020;quarta-feira;09:30:00;RJ;101;100;CAMPOS DOS GOYTACAZES;Condutor Dormindo;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-21,88111458;-41,59066116;SR-RJ;DEL5/8;UOP02/RJ
260119;01/01/2020;quarta-feira;09:50:00;SP;101;25,1;UBATUBA;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;4;0;2;0;2;0;2;2;-23,36185032;-44,94821999;SR-SP;DEL6;UOP03/SP
260120;01/01/2020;quarta-feira;09:20:00;MA;10;275,9;IMPERATRIZ;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Não Informado;Não;4;0;0;2;2;0;2;2;-5,33002;-47,4902;SR-MA;DEL18/4;UOP01/MA
260121;01/01/2020;quarta-feira;10:55:00;PB;230;83,3;CALDAS BRANDAO;Ingestão de Álcool;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-7,1669;-35,3355;SR-PB;DEL14/1;UOP02/PB
260122;01/01/2020;quarta-feira;08:30:00;GO;153;508;APARECIDA DE GOIANIA;Condutor Dormindo;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Sim;1;0;0;0;1;0;0;1;-16,7804;-49,2371;SR-GO;DEL1/1;UOP03/GO
260123;01/01/2020;quarta-feira;11:40:00;MG;262;382;MATEUS LEME;Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Não Informado;Não;2;0;0;2;0;0;2;1;-19,933956;-44,393574;SR-MG;DEL4/1;UOP03/MG
260124;01/01/2020;quarta-feira;11:50:00;CE;222;206,5;FORQUILHA;Velocidade Incompatível;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;4;0;2;0;2;0;2;2;-3,78502295;-40,23752899;SR-CE;DEL16/4;UOP01/CE
260125;01/01/2020;quarta-feira;12:10:00;SP;381;27;ATIBAIA;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;1;-23,03325858;-46,54275266;SR-SP;DEL6/3;UOP02/SP
260126;01/01/2020;quarta-feira;08:40:00;PE;104;69,9;CARUARU;Ingestão de Álcool;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-8,31962;-35,991108;SR-PE;DEL11/2;UOP01/PE
260128;01/01/2020;quarta-feira;12:00:00;PB;230;44,4;SANTA RITA;Defeito Mecânico no Veículo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;2;0;1;1;0;0;2;1;-7,1531;-35,0102;SR-PB;DEL14/1;UOP02/PB
260129;01/01/2020;quarta-feira;12:10:00;MG;262;380,9;JUATUBA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-19,947864;-44,381226;SR-MG;DEL4/1;UOP03/MG
260130;01/01/2020;quarta-feira;12:25:00;RS;116;428,1;CRISTAL;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;4;0;2;0;2;0;2;2;-31,00582612;-52,05195665;SR-RS;DEL9/2;UOP02/RS
260132;01/01/2020;quarta-feira;13:15:00;SP;101;51,5;UBATUBA;Desobediência às normas de trânsito pelo condutor;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Sim;2;0;0;1;1;0;1;1;-23,4623355;-45,06476561;SR-SP;DEL6;UOP03/SP
260133;01/01/2020;quarta-feira;12:30:00;ES;101;102,3;SOORETAMA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Não Informado;Não;2;0;0;1;1;0;1;2;-18,99655669;-40,00319452;SR-ES;DEL12/4;UOP01/ES
260134;01/01/2020;quarta-feira;13:15:00;PE;232;410,1;SERRA TALHADA;Desobediência às normas de trânsito pelo condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-7,98261841;-38,30039606;SR-PE;DEL11/4;UOP01/PE
260135;01/01/2020;quarta-feira;13:20:00;MG;381;857,9;POUSO ALEGRE;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-22,3341773;-45,92156967;SR-MG;DEL09;UOP01/MG
260136;01/01/2020;quarta-feira;08:48:00;MG;50;180;UBERABA;Ingestão de Álcool;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Não;1;0;0;0;0;1;0;1;-19,77848216;-47,92194709;SR-MG;DEL13;UOP01/MG
260137;01/01/2020;quarta-feira;12:45:00;SP;381;68;MAIRIPORA;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;0;1;0;1;-23,34043796;-46,57433588;SR-SP;DEL6/3;UOP02/SP
260139;01/01/2020;quarta-feira;12:00:00;MT;163;729,6;SORRISO;Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Reta;Não;3;0;0;2;0;1;2;1;-12,84559402;-55,82671994;SR-MT;DEL2/6;UOP01/MT
260140;01/01/2020;quarta-feira;13:55:00;PR;277;28;MORRETES;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-25,52874613;-48,73512603;SR-PR;DEL7/1;UOP07/PR
260141;01/01/2020;quarta-feira;14:00:00;SP;116;280;EMBU DAS ARTES;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-23,66996108;-46,85590758;SR-SP;DEL6/4;UOP01/SP
260142;01/01/2020;quarta-feira;13:30:00;MG;153;25,9;CENTRALINA;Defeito Mecânico no Veículo;Incêndio;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;1;-18,63927389;-49,17907481;SR-MG;DEL4/15;UOP03/MG
260143;01/01/2020;quarta-feira;14:00:00;CE;222;6,7;CAUCAIA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;1;-3,736507;-38,65337;SR-CE;DEL16/1;UOP01/CE
260144;01/01/2020;quarta-feira;14:40:00;PR;376;502;PONTA GROSSA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-25,21604594;-50,05797693;SR-PR;DEL7/3;UOP03/PR
