id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
273364;05/03/2020;quinta-feira;09:45:00;SP;116;508,6;CAJATI;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Não Informado;Não;3;0;2;0;0;1;2;1;-24,81333;-48,2131;SR-SP;UOP02;DEL05
273365;06/02/2020;quinta-feira;12:30:00;MG;365;371,8;PATOS DE MINAS;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;6;0;6;0;0;0;6;2;-18,51644;-46,13976;SR-MG;DEL4/10;UOP01/MG
273366;05/03/2020;quinta-feira;10:10:00;MT;364;259;JUSCIMEIRA;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-16,04831;-54,88714;SR-MT;UOP02;DEL05
273367;05/03/2020;quinta-feira;10:10:00;MS;163;316;RIO BRILHANTE;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Não;1;0;1;0;0;0;1;1;-21,84371;-54,53746;SR-MS;UOP02;DEL02
273368;05/03/2020;quinta-feira;11:25:00;RN;304;48,9;MOSSORO;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Sim;3;0;2;0;1;0;2;2;-5,228686;-37,32203;SR-RN;UOP01;DEL04
273369;26/02/2020;quarta-feira;07:20:00;SC;470;169,2;POUSO REDONDO;Ultrapassagem Indevida;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;3;0;2;0;1;0;2;2;-27,26547;-49,88244;SR-SC;UOP02;DEL04
273370;05/03/2020;quinta-feira;08:10:00;RJ;116;40;TERESOPOLIS;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-22,13343;-42,77952;SR-RJ;UOP02;DEL06
273371;15/02/2020;sábado;15:55:00;GO;60;313,3;ACREUNA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-17,43638;-50,42724;SR-GO;UOP01;DEL04
273373;05/03/2020;quinta-feira;10:10:00;GO;60;195;GUAPO;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;4;0;1;0;3;0;1;1;-16,8523;-49,5775;SR-GO;UOP02;DEL01
273374;05/03/2020;quinta-feira;11:20:00;RS;386;72,5;BOA VISTA DAS MISSOES;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;2;0;1;1;0;0;2;2;-27,66833;-53,31271;SR-RS;UOP02;DEL08
273375;05/03/2020;quinta-feira;10:50:00;PE;232;408,7;SERRA TALHADA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Interseção de vias;Não;3;0;0;2;0;1;2;2;-7,983714;-38,28048;SR-PE;UOP01;DEL04
273376;05/03/2020;quinta-feira;12:00:00;BA;116;818;VITORIA DA CONQUISTA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-14,78622;-40,74705;SR-BA;UOP01;DEL08
273377;05/03/2020;quinta-feira;09:30:00;PE;232;77,1;GRAVATA;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;3;0;0;1;0;2;1;1;-8,193439;-35,54301;SR-PE;UOP04;DEL01
273380;05/03/2020;quinta-feira;07:31:00;PR;116;128;CURITIBA;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-25,62151;-49,31622;SR-PR;UOP03;DEL01
273381;05/03/2020;quinta-feira;13:00:00;SP;153;58,8;SAO JOSE DO RIO PRETO;Desobediência às normas de trânsito pelo condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Não Informado;Sim;3;0;2;0;1;0;2;2;-20,77838;-49,35301;SR-SP;UOP01;DEL09
273383;05/03/2020;quinta-feira;12:20:00;RJ;393;268;BARRA DO PIRAI;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Sim;3;0;0;1;2;0;1;2;-22,4878;-43,90933;SR-RJ;UOP02;DEL05
273384;05/03/2020;quinta-feira;12:00:00;PR;376;595;CURITIBA;Defeito Mecânico no Veículo;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Interseção de vias;Sim;2;0;0;0;2;0;0;1;-25,49318;-49,34371;SR-PR;UOP04;DEL01
273385;05/03/2020;quinta-feira;11:45:00;SC;470;170,7;POUSO REDONDO;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Não Informado;Não;2;0;0;1;1;0;1;2;-27,2659;-49,89244;SR-SC;UOP02;DEL04
273386;05/03/2020;quinta-feira;13:30:00;SP;116;512;CAJATI;Falta de Atenção à Condução;Danos eventuais;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Curva;Não;5;0;1;0;4;0;1;1;-24,84304;-48,22028;SR-SP;UOP02;DEL05
273387;05/03/2020;quinta-feira;13:00:00;RJ;493;21;MAGE;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Retorno Regulamentado;Sim;3;0;1;0;2;0;1;2;-22,66151;-43,04481;SR-RJ;UOP02;DEL04
273388;05/03/2020;quinta-feira;05:00:00;BA;242;555;OLIVEIRA DOS BREJINHOS;Pista Escorregadia;Saída de leito carroçável;Sem Vítimas;Amanhecer;Crescente;Chuva;Simples;Reta;Não;1;0;0;0;1;0;0;1;-12,02556;-43,04198;SR-BA;UOP02;DEL10
273389;05/03/2020;quinta-feira;13:15:00;MG;116;419;GOVERNADOR VALADARES;Objeto estático sobre o leito carroçável;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1;0;1;0;0;0;1;1;-18,92044;-41,94024;SR-MG;UOP01;DEL06
273390;05/03/2020;quinta-feira;13:30:00;MG;381;821,9;CAREACU;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-22,11209;-45,74743;SR-MG;UOP02;DEL16
273391;05/03/2020;quinta-feira;14:15:00;PB;230;24,7;JOAO PESSOA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-7,1637;-34,8618;SR-PB;UOP01;DEL01
273392;18/01/2020;sábado;04:15:00;BA;101;65;ENTRE RIOS;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-11,96567;-38,15393;SR-BA;UOP04;DEL01
273393;05/03/2020;quinta-feira;13:20:00;PB;101;97,3;ALHANDRA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-7,220986;-34,91461;SR-PB;UOP01;DEL01
273394;05/03/2020;quinta-feira;13:20:00;RS;285;247,9;CIRIACO;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;3;0;0;0;3;2;-28,27849;-51,9478;SR-RS;UOP03;DEL08
273395;05/03/2020;quinta-feira;14:30:00;GO;70;61;COCALZINHO DE GOIAS;Condutor Dormindo;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;2;0;1;0;2;2;-15,7675;-48,7152;SR-DF;UOP03;DEL01
273396;18/02/2020;terça-feira;08:45:00;MG;40;529,3;CONTAGEM;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-19,93568;-44,02452;SR-MG;UOP02;DEL01
273397;05/03/2020;quinta-feira;13:45:00;RS;386;440;CANOAS;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-29,87826;-51,24195;SR-RS;UOP02;DEL04
273400;05/03/2020;quinta-feira;15:00:00;RN;101;97;NATAL;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-5,857589;-35,21271;SR-RN;UOP01;DEL01
273401;05/03/2020;quinta-feira;13:45:00;MS;163;475,7;CAMPO GRANDE;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de vias;Sim;2;0;1;0;1;0;1;2;-20,51838;-54,56659;SR-MS;UOP01;DEL01
273402;05/03/2020;quinta-feira;15:25:00;SP;116;73,6;APARECIDA;Condutor Dormindo;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-22,86998;-45,24431;SR-SP;UOP02;DEL08
273403;05/03/2020;quinta-feira;14:00:00;RJ;101;432;MANGARATIBA;Pista Escorregadia;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Curva;Não;2;0;2;0;0;0;2;2;-22,93437;-44,02919;SR-RJ;UOP01;DEL03
273405;07/02/2020;sexta-feira;20:00:00;PB;230;250,3;JUAZEIRINHO;Ingestão de Álcool;Colisão frontal;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;6;0;0;0;5;1;0;2;-7,0593;-36,652;SR-PB;UOP01;DEL03
273406;05/03/2020;quinta-feira;12:10:00;MT;163;850,3;SINOP;Pista Escorregadia;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Desvio Temporário;Não;1;0;0;0;1;0;0;1;-11,72037;-55,4586;SR-MT;UOP02;DEL06
273407;05/03/2020;quinta-feira;16:50:00;MG;381;500,5;BETIM;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-20,02513;-44,23113;SR-MG;UOP03;DEL01
273408;05/03/2020;quinta-feira;16:45:00;PR;277;83;CURITIBA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-25,56894;-49,18198;SR-PR;UOP04;DEL01
273409;05/03/2020;quinta-feira;16:25:00;MG;381;908,1;CAMBUI;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;4;0;1;0;3;0;1;2;-22,71744;-46,12652;SR-MG;UOP03;DEL16
273410;05/03/2020;quinta-feira;14:00:00;MT;364;646,1;DIAMANTINO;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;1;0;0;1;0;0;2;-14,3256;-56,44432;SR-MT;UOP01;DEL01
273411;05/03/2020;quinta-feira;16:12:00;SP;116;271;TABOAO DA SERRA;Defeito Mecânico no Veículo;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,61809;-46,80556;SR-SP;UOP01;DEL04
273412;05/03/2020;quinta-feira;16:30:00;SP;381;40,6;ATIBAIA;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Sim;3;0;0;0;2;1;0;2;-23,13561;-46,57579;SR-SP;UOP01;DEL03
273413;05/03/2020;quinta-feira;16:30:00;DF;80;16,6;BRASILIA;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Ignorado;Simples;Desvio Temporário;Não;4;0;1;0;3;0;1;1;-15,70106;-48,20226;SR-DF;UOP03;DEL01
273414;05/03/2020;quinta-feira;17:15:00;MG;50;70;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;1;0;3;0;1;3;-18,8514;-48,25346;SR-MG;UOP01;DEL15
273415;05/03/2020;quinta-feira;17:30:00;SP;116;226,6;GUARULHOS;Ingestão de Álcool;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-23,49103;-46,54878;SR-SP;UOP01;DEL01
273416;05/03/2020;quinta-feira;13:45:00;MT;364;1,8;ALTO ARAGUAIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Curva;Sim;2;0;0;1;1;0;1;2;-17,31227;-53,21828;SR-MT;UOP04;DEL02
273417;05/03/2020;quinta-feira;09:00:00;MT;158;409,8;RIBEIRAO CASCALHEIRA;Defeito na Via;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;2;0;0;1;0;1;1;2;-12,84694;-51,79436;SR-MT;UOP02;DEL07
273418;05/03/2020;quinta-feira;17:50:00;PB;101;83;BAYEUX;Defeito Mecânico no Veículo;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-7,13377;-34,92964;SR-PB;UOP01;DEL01
273419;05/03/2020;quinta-feira;17:20:00;BA;101;939;MUCURI;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Reta;Não;4;2;0;0;2;0;0;3;-18,1684;-39,91874;SR-BA;UOP02;DEL09
273421;05/03/2020;quinta-feira;18:10:00;GO;40;8,1;LUZIANIA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;2;0;1;0;1;0;1;1;-16,11616;-47,96761;SR-DF;UOP01;DEL01
273422;05/03/2020;quinta-feira;17:45:00;DF;20;36,7;BRASILIA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Chuva;Dupla;Reta;Não;3;0;1;0;1;1;1;2;-15,582;-47,54299;SR-DF;UOP01;DEL02
273424;05/03/2020;quinta-feira;18:00:00;GO;153;505,9;APARECIDA DE GOIANIA;Não guardar distância de segurança;Engavetamento;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Múltipla;Reta;Sim;7;0;1;0;6;0;1;4;-16,75231;-49,24125;SR-GO;UOP01;DEL01
273425;05/03/2020;quinta-feira;18:35:00;MG;354;705,4;CAXAMBU;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Não Informado;Sim;2;0;1;0;1;0;1;2;-21,99205;-44,92517;SR-MG;UOP01;DEL17
273426;05/03/2020;quinta-feira;17:40:00;PR;369;102,1;URAI;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;2;0;1;0;1;0;1;2;-23,24545;-50,72285;SR-PR;UOP04;DEL07
273427;05/03/2020;quinta-feira;13:00:00;MT;70;278;PRIMAVERA DO LESTE;Defeito Mecânico no Veículo;Danos eventuais;Sem Vítimas;Pleno dia;Crescente;Sol;Dupla;Rotatória;Sim;1;0;0;0;1;0;0;1;-15,5574;-54,27982;SR-MT;UOP01;DEL05
273428;05/03/2020;quinta-feira;18:05:00;PR;369;184,3;ARAPONGAS;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;3;0;3;0;0;0;3;2;-23,40252;-51,42787;SR-PR;UOP03;DEL07
273429;05/03/2020;quinta-feira;18:30:00;BA;116;831,4;VITORIA DA CONQUISTA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Reta;Não;2;1;0;0;0;1;0;2;-14,91996;-40,88055;SR-BA;UOP01;DEL08
273430;05/03/2020;quinta-feira;13:20:00;MG;267;124,7;JUIZ DE FORA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;3;0;1;0;2;0;1;2;-21,70787;-43,51812;SR-MG;UOP01;DEL05
273431;05/03/2020;quinta-feira;17:30:00;SC;116;220,5;CORREIA PINTO;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Sim;2;0;1;0;1;0;1;1;-27,57771;-50,36993;SR-SC;UOP03;DEL05
273432;05/03/2020;quinta-feira;19:10:00;MG;40;499;ESMERALDAS;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Não Informado;Sim;2;1;0;0;1;0;0;1;-19,69293;-44,17828;SR-MG;UOP01;DEL02
273433;05/03/2020;quinta-feira;19:00:00;CE;116;61,9;CHOROZINHO;Defeito na Via;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-4,255396;-38,48633;SR-CE;UOP02;DEL03
273434;05/03/2020;quinta-feira;18:00:00;SC;153;65;IRANI;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;3;0;0;0;3;2;-27,01172;-51,87686;SR-SC;UOP05;DEL07
273435;05/03/2020;quinta-feira;19:10:00;SC;280;55;GUARAMIRIM;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;0;1;2;0;1;2;-26,47584;-48,99379;SR-SC;UOP03;DEL03
273436;05/03/2020;quinta-feira;19:00:00;GO;153;534,5;HIDROLANDIA;Pista Escorregadia;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-17,0016;-49,2231;SR-GO;UOP03;DEL01
273438;05/03/2020;quinta-feira;19:15:00;RS;293;13,9;CAPAO DO LEAO;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;3;0;0;2;1;0;2;2;-31,75435;-52,45089;SR-RS;UOP01;DEL07
273439;05/03/2020;quinta-feira;18:35:00;PR;116;111,2;CURITIBA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-25,56885;-49,22725;SR-PR;UOP04;DEL01
273440;05/03/2020;quinta-feira;18:40:00;RJ;101;189;CASIMIRO DE ABREU;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;2;0;1;0;1;0;1;1;-22,4559;-42,06084;SR-RJ;UOP04;DEL02
273441;05/03/2020;quinta-feira;10:40:00;MG;365;438;GUIMARANIA;Falta de Atenção à Condução;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Não;2;0;0;0;1;1;0;2;-18,79187;-46,72655;SR-MG;UOP01;DEL10
273442;05/03/2020;quinta-feira;19:55:00;RS;290;204;RIO PARDO;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;0;1;1;2;-30,16957;-52,27807;SR-RS;UOP03;DEL02
273443;05/03/2020;quinta-feira;19:00:00;RN;101;99;NATAL;Pista Escorregadia;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Retorno Regulamentado;Sim;2;0;2;0;0;0;2;1;-5,873592;-35,22063;SR-RN;UOP01;DEL01
273444;05/03/2020;quinta-feira;17:25:00;RO;364;371,4;OURO PRETO DO OESTE;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Não;1;0;0;1;0;0;1;1;-10,75696;-62,15412;SR-RO;UOP01;DEL02
273445;05/03/2020;quinta-feira;15:00:00;RO;364;448,9;JARU;Não guardar distância de segurança;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Não Informado;Não;6;0;2;2;2;0;4;3;-10,31044;-62,63906;SR-RO;UOP02;DEL03
273448;05/03/2020;quinta-feira;19:45:00;RN;101;106,6;PARNAMIRIM;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;1;0;0;1;1;-5,910564;-35,26131;SR-RN;UOP01;DEL01
273449;05/03/2020;quinta-feira;17:55:00;PR;369;158;CAMBE;Não guardar distância de segurança;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,28495;-51,23944;SR-PR;UOP01;DEL07
273450;05/03/2020;quinta-feira;19:00:00;PI;316;309,5;PICOS;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Desvio Temporário;Sim;2;0;0;1;0;1;1;1;-7,077787;-41,4837;SR-PI;UOP01;DEL04
273451;05/03/2020;quinta-feira;18:50:00;PR;116;103;SAO JOSE DOS PINHAIS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;0;0;3;0;0;3;-25,55945;-49,151;SR-PR;UOP01;DEL01
273452;05/03/2020;quinta-feira;17:15:00;PB;230;1,2;CABEDELO;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-6,9753;-34,8318;SR-PB;UOP01;DEL01
273453;05/03/2020;quinta-feira;19:30:00;BA;101;204;GOVERNADOR MANGABEIRA;Defeito Mecânico no Veículo;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Desvio Temporário;Não;1;0;1;0;0;0;1;1;-12,63317;-39,09399;SR-BA;UOP03;DEL01
273454;05/03/2020;quinta-feira;20:20:00;RN;101;105;PARNAMIRIM;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;1;0;0;2;1;-5,901652;-35,25929;SR-RN;UOP01;DEL01
273455;05/03/2020;quinta-feira;20:40:00;CE;222;205,9;FORQUILHA;Animais na Pista;Atropelamento de Animal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-3,781798;-40,2305;SR-CE;UOP01;DEL04
273456;05/03/2020;quinta-feira;19:10:00;PR;369;486,2;CORBELIA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;7;1;1;2;3;0;3;4;-24,6836;-53,2279;SR-PR;UOP04;DEL04
273457;05/03/2020;quinta-feira;18:30:00;GO;153;530;HIDROLANDIA;Pista Escorregadia;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-16,9677;-49,2331;SR-GO;UOP03;DEL01
273458;05/03/2020;quinta-feira;20:20:00;ES;101;245,7;SERRA;Pista Escorregadia;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Desvio Temporário;Não;2;0;1;0;1;0;1;1;-20,05454;-40,3819;SR-ES;UOP01;DEL02
273459;05/03/2020;quinta-feira;20:55:00;RS;290;616,9;ALEGRETE;Condutor Dormindo;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;4;0;3;0;1;0;3;2;-29,94943;-56,10674;SR-RS;UOP02;DEL13
273460;05/03/2020;quinta-feira;21:15:00;PR;376;191,7;MARIALVA;Defeito Mecânico no Veículo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Retorno Regulamentado;Não;3;0;1;0;2;0;1;2;-23,48496;-51,82027;SR-PR;UOP01;DEL09
273461;05/03/2020;quinta-feira;21:55:00;SC;101;78,2;ARAQUARI;Objeto estático sobre o leito carroçável;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-26,57672;-48,72271;SR-SC;UOP02;DEL03
273462;05/03/2020;quinta-feira;19:25:00;RO;435;35;VILHENA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Desvio Temporário;Não;2;0;1;0;1;0;1;1;-12,84737;-60,37897;SR-RO;UOP02;DEL04
273463;05/03/2020;quinta-feira;18:30:00;MG;40;738,5;SANTOS DUMONT;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;2;0;1;0;1;0;1;1;-21,3888;-43,56911;SR-MG;UOP01;DEL05
273464;05/03/2020;quinta-feira;18:45:00;MT;174;82;CACERES;Animais na Pista;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-15,96747;-57,76854;SR-MT;UOP01;DEL03
273465;05/03/2020;quinta-feira;20:30:00;RO;364;713;PORTO VELHO;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Não;2;0;1;1;0;0;2;2;-8,773316;-63,87969;SR-RO;UOP01;DEL01
273466;05/03/2020;quinta-feira;19:15:00;GO;153;442,8;ANAPOLIS;Sinalização da via insuficiente ou inadequada;Colisão lateral;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;4;1;1;0;2;0;1;2;-16,34376;-48,9245;SR-GO;UOP01;DEL02
273467;05/03/2020;quinta-feira;21:40:00;GO;40;100,9;CRISTALINA;Desobediência às normas de trânsito pelo condutor;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;2;0;1;1;0;0;2;2;-16,78636;-47,57921;SR-DF;UOP04;DEL01
